2021-10-11 05:52:43.326 | Generator: 3 -  START
2021-10-11 05:52:43.333 | Generator: 4 -  START
2021-10-11 05:52:43.335 | Generator: 11 -  START
2021-10-11 05:52:43.336 | Generator: 20 -  START
----------------------------------------
1 | Generator: 2 | Date: 11.10.2021 05:52:44 | Time: 05:52:44.3251727 | Quantity: 0,19414894192517532
----------------------------------------
1 | Generator: 10 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213985 | Quantity: 0,25915542679178627
2 | Generator: 9 | Date: 11.10.2021 05:53:05 | Time: 05:53:05.4213950 | Quantity: 0,02549872300222767
3 | Generator: 16 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220043 | Quantity: 0,1641963327447246
4 | Generator: 9 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220666 | Quantity: 0,1684006673136729
5 | Generator: 20 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220693 | Quantity: 0,008122291295535688
6 | Generator: 10 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220753 | Quantity: 0,1211072623051892
7 | Generator: 15 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220766 | Quantity: 0,20012247745574255
8 | Generator: 8 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220819 | Quantity: 0,03838439784247944
9 | Generator: 0 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220807 | Quantity: 0,13910955842853348
10 | Generator: 4 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220863 | Quantity: 0,07842239666656702
11 | Generator: 6 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220862 | Quantity: 0,12243858295916825
12 | Generator: 14 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220898 | Quantity: 0,026173971481391837
13 | Generator: 18 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221152 | Quantity: 0,08628672973856023
14 | Generator: 13 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221156 | Quantity: 0,10851748317566273
15 | Generator: 11 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4220902 | Quantity: 0,13754382413076724
16 | Generator: 19 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221163 | Quantity: 0,11968116306374525
17 | Generator: 1 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221268 | Quantity: 0,18684356059887303
18 | Generator: 12 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221279 | Quantity: 0,07181072548892227
19 | Generator: 7 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221301 | Quantity: 0,028480836141457553
20 | Generator: 17 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221321 | Quantity: 0,07385267867110018
----------------------------------------

----------------------------------------
1 | Generator: 3 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221320 | Quantity: 0,021557620550299816
2 | Generator: 5 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221304 | Quantity: 0,20426920152778547
3 | Generator: 2 | Date: 11.10.2021 05:53:06 | Time: 05:53:06.4221348 | Quantity: 9,034884476895235E-05
4 | Generator: 3 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230135 | Quantity: 0,03835168743429319
5 | Generator: 5 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230136 | Quantity: 0,20135066406864238
6 | Generator: 2 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230135 | Quantity: 0,22417790862926185
7 | Generator: 18 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230136 | Quantity: 0,19660363429999148
8 | Generator: 17 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230347 | Quantity: 0,18724274159746374
9 | Generator: 14 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230414 | Quantity: 0,16345862952532494
10 | Generator: 1 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230452 | Quantity: 0,046238225471649734
11 | Generator: 11 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230488 | Quantity: 0,21070954821881663
12 | Generator: 7 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230504 | Quantity: 0,2645836222907142
13 | Generator: 6 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230522 | Quantity: 0,17757864975257714
14 | Generator: 8 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230544 | Quantity: 0,26276011230863017
15 | Generator: 9 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230572 | Quantity: 0,16855849296253106
16 | Generator: 4 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230584 | Quantity: 0,1224771429423602
17 | Generator: 0 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230608 | Quantity: 0,15799068033601657
18 | Generator: 10 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230599 | Quantity: 0,012006503224996773
19 | Generator: 15 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230616 | Quantity: 0,14639557706179512
20 | Generator: 16 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230651 | Quantity: 0,235659680873618
----------------------------------------

----------------------------------------
1 | Generator: 20 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230653 | Quantity: 0,20774898513891532
2 | Generator: 12 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230660 | Quantity: 0,03837367198664711
3 | Generator: 19 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230687 | Quantity: 0,10205796390557256
4 | Generator: 13 | Date: 11.10.2021 05:53:07 | Time: 05:53:07.4230690 | Quantity: 0,1399940634177349
5 | Generator: 5 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360551 | Quantity: 0,10993007426612549
6 | Generator: 7 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360607 | Quantity: 0,09449788696497269
7 | Generator: 18 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360622 | Quantity: 0,11560533076940974
8 | Generator: 17 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360728 | Quantity: 0,19061577179963504
9 | Generator: 3 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360738 | Quantity: 0,21074172069508354
10 | Generator: 8 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360799 | Quantity: 0,047204167914516676
11 | Generator: 13 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360799 | Quantity: 0,22598647672030445
12 | Generator: 2 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360795 | Quantity: 0,03320000570571671
13 | Generator: 4 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360842 | Quantity: 0,13663040269319762
14 | Generator: 1 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360886 | Quantity: 0,09393074529273315
15 | Generator: 14 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360889 | Quantity: 0,09653520042225806
16 | Generator: 10 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360920 | Quantity: 0,026060707506751973
17 | Generator: 16 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360955 | Quantity: 0,15948495164489604
18 | Generator: 12 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360959 | Quantity: 0,07145553743689734
19 | Generator: 19 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360986 | Quantity: 0,10431972200562543
20 | Generator: 15 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4360975 | Quantity: 0,11538637794960277
----------------------------------------

----------------------------------------
1 | Generator: 6 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4361026 | Quantity: 0,15295259897579402
2 | Generator: 11 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4361034 | Quantity: 0,06106880334876577
3 | Generator: 9 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4361058 | Quantity: 0,17557682974368496
4 | Generator: 0 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4361079 | Quantity: 0,053852864379926056
5 | Generator: 20 | Date: 11.10.2021 05:53:08 | Time: 05:53:08.4361108 | Quantity: 0,12672790754278868
6 | Generator: 20 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364106 | Quantity: 0,21452055049494556
7 | Generator: 9 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364323 | Quantity: 0,06773667698775884
8 | Generator: 12 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364378 | Quantity: 0,12908560217470813
9 | Generator: 11 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364391 | Quantity: 0,0021396240850318957
10 | Generator: 14 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364451 | Quantity: 0,24028862452768812
11 | Generator: 2 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364522 | Quantity: 0,09875099154441509
12 | Generator: 15 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364500 | Quantity: 0,26254685160822555
13 | Generator: 17 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364519 | Quantity: 0,2601389005749823
14 | Generator: 13 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364508 | Quantity: 0,26079209843997786
15 | Generator: 7 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364635 | Quantity: 0,22354583278773935
16 | Generator: 5 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364638 | Quantity: 0,15885873332566522
17 | Generator: 6 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364878 | Quantity: 0,18306982016644277
18 | Generator: 16 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364890 | Quantity: 0,2441023453965018
19 | Generator: 19 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364908 | Quantity: 0,1444886506276618
20 | Generator: 0 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364894 | Quantity: 0,14717046066521222
----------------------------------------

----------------------------------------
1 | Generator: 4 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364959 | Quantity: 0,1514331804672721
2 | Generator: 1 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4364955 | Quantity: 0,04489675091807579
3 | Generator: 8 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4365022 | Quantity: 0,2578047423271795
4 | Generator: 18 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4365031 | Quantity: 0,25547657360112136
5 | Generator: 3 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4365037 | Quantity: 0,2258285745788188
6 | Generator: 10 | Date: 11.10.2021 05:53:09 | Time: 05:53:09.4365050 | Quantity: 0,06432249971245843
7 | Generator: 3 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414169 | Quantity: 0,16159620540911776
8 | Generator: 8 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414197 | Quantity: 0,15833067640584458
9 | Generator: 1 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414328 | Quantity: 0,15842771015988089
10 | Generator: 4 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414361 | Quantity: 0,020360639079952288
11 | Generator: 16 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414395 | Quantity: 0,17187387032366383
12 | Generator: 0 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414401 | Quantity: 0,11506644790762403
13 | Generator: 5 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414432 | Quantity: 0,25806985285974565
14 | Generator: 18 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414432 | Quantity: 0,2045842834769675
15 | Generator: 17 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414463 | Quantity: 0,033209852144685505
16 | Generator: 7 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414477 | Quantity: 0,21310593446085196
17 | Generator: 13 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414492 | Quantity: 0,0832973581195331
18 | Generator: 15 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414557 | Quantity: 0,24707346669417193
19 | Generator: 14 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414621 | Quantity: 0,12633884654365116
20 | Generator: 10 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414595 | Quantity: 0,049050144501519455
----------------------------------------

----------------------------------------
1 | Generator: 11 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414641 | Quantity: 0,20364024263665712
2 | Generator: 6 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414649 | Quantity: 0,0058114672727625815
3 | Generator: 12 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414668 | Quantity: 0,23814105340503516
4 | Generator: 19 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414723 | Quantity: 0,17590614217763742
5 | Generator: 2 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414731 | Quantity: 0,168837950581454
6 | Generator: 20 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414730 | Quantity: 0,019002248728183214
7 | Generator: 9 | Date: 11.10.2021 05:53:10 | Time: 05:53:10.4414792 | Quantity: 0,23729088031871132
8 | Generator: 3 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4493604 | Quantity: 0,10292909373665651
9 | Generator: 8 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4493605 | Quantity: 0,08606523031030404
10 | Generator: 0 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494007 | Quantity: 0,2523818696472089
11 | Generator: 1 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494044 | Quantity: 0,13383684139722188
12 | Generator: 7 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494073 | Quantity: 0,11257311669763788
13 | Generator: 4 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494107 | Quantity: 0,017799370868348534
14 | Generator: 15 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494139 | Quantity: 0,03111446712373188
15 | Generator: 16 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494160 | Quantity: 0,06408538188044233
16 | Generator: 5 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494168 | Quantity: 0,2216314359047907
17 | Generator: 17 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494212 | Quantity: 0,20278744707013827
18 | Generator: 13 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494217 | Quantity: 0,15453738800926944
19 | Generator: 14 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494247 | Quantity: 0,2659153170880157
20 | Generator: 10 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494253 | Quantity: 0,15445780376335191
----------------------------------------

----------------------------------------
1 | Generator: 6 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494276 | Quantity: 0,021128345539077036
2 | Generator: 12 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494290 | Quantity: 0,2571641060168998
3 | Generator: 2 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494303 | Quantity: 0,0012605325635183598
4 | Generator: 11 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494327 | Quantity: 0,2447017559058507
5 | Generator: 19 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494332 | Quantity: 0,033828785286205254
6 | Generator: 9 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4494361 | Quantity: 0,06878887281541506
7 | Generator: 20 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4495006 | Quantity: 0,04464067173096072
8 | Generator: 18 | Date: 11.10.2021 05:53:11 | Time: 05:53:11.4496050 | Quantity: 0,02073796566299689
9 | Generator: 20 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547056 | Quantity: 0,11092355765600544
10 | Generator: 18 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547057 | Quantity: 0,15833070211034767
11 | Generator: 9 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547114 | Quantity: 0,21023254453991502
12 | Generator: 2 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547191 | Quantity: 0,23593188510397384
13 | Generator: 12 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547224 | Quantity: 0,019569440195136442
14 | Generator: 6 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547232 | Quantity: 0,22067142722849023
15 | Generator: 14 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547263 | Quantity: 0,20942307211276598
16 | Generator: 11 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547262 | Quantity: 0,04801041498532383
17 | Generator: 13 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547263 | Quantity: 0,10428259340314315
18 | Generator: 10 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547277 | Quantity: 0,15058273344793485
19 | Generator: 17 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547299 | Quantity: 0,18827178573931494
20 | Generator: 5 | Date: 11.10.2021 05:53:12 | Time: 05:53:12.4547304 | Quantity: 0,17034230140829879
----------------------------------------

